game_id,away,home,away_rank,home_rank,away_score,home_score
401168200,South Carolina Upstate,Louisville,NA,2,50,76
401168201,Elon,North Carolina,NA,5,61,75
401170003,Little Rock,Memphis,NA,16,58,68
401169845,Alabama State,Tennessee,NA,20,41,76
401172743,Central State (OH),Miami (OH),NA,NA,45,80
401168198,Chattanooga,Florida State,NA,NA,53,89
401171776,Bryant,Drexel,NA,NA,74,86
401172082,Siena,Yale,NA,NA,89,100
401170136,Rider,UMass,NA,NA,72,82
401170370,Binghamton,NJIT,NA,NA,77,75
401166081,Stephen F. Austin,Rutgers,NA,NA,57,69
401166082,Princeton,Indiana,NA,NA,54,79
401166438,Eastern Washington,Boston College,NA,NA,68,72
401168203,Delaware State,Virginia Tech,NA,NA,64,100
401175125,Urbana,Wright State,NA,NA,51,88
401176081,Christendom,VMI,NA,NA,20,96
401168459,Columbia,St. John's,NA,NA,63,82
401172375,James Madison,Old Dominion,NA,NA,80,78
401168199,Georgia Tech,Georgia,NA,NA,78,82
401172089,Wagner,Saint Peter's,NA,NA,81,77
401172587,Northern Kentucky,Ball State,NA,NA,59,57
401176398,Le Tourneau,Sam Houston State,NA,NA,58,88
401168202,Cornell,Syracuse,NA,NA,53,72
401170371,Florida Atlantic,Florida Gulf Coast,NA,NA,70,72
401170372,Belmont,Lipscomb,NA,NA,73,67
401169844,Morehead State,Missouri,NA,NA,52,70
401169846,Troy,Texas A&M,NA,NA,52,56
401169847,Austin Peay,Vanderbilt,NA,NA,72,90
401166439,Benedictine (AZ),Northern Arizona,NA,NA,56,93
401176040,Mt. St. Mary's,UAB,NA,NA,51,58
401173595,IUPUI,Loyola Chicago,NA,NA,62,85
401173621,Cornell College,Northern Iowa,NA,NA,66,88
401170042,SE Louisiana,Tulsa,NA,NA,66,73
401170137,High Point,Saint Louis,NA,NA,55,67
401181602,North Park,Chicago State,NA,NA,66,79
401172586,Northern Illinois,Western Illinois,NA,NA,86,81
401166083,The Citadel,Illinois,NA,NA,57,85
401173666,Arkansas State,Colorado State,NA,NA,80,78
401170588,UC Santa Barbara,Oregon State,NA,NA,67,78
401173664,Texas State,UNLV,NA,NA,64,57
401173665,Grambling,San José St,NA,NA,76,83
401173668,BYU,Boise State,NA,NA,68,72
401166441,Portland,Portland State,NA,NA,82,75
401173663,San Diego State,San Diego,NA,NA,66,49
401173667,Saint Mary's,Fresno State,NA,NA,68,58
401166440,Sacramento State,UC Davis,NA,NA,61,51
